"Date...Time","Temperature...C.","Group","Tempc","DateTime"
"11/18/2021 15:59",9.6,"3_D_Ibutton_Feb_23.csv",9.6,2021-11-18 15:59:00
"11/18/2021 16:29",8.6,"3_D_Ibutton_Feb_23.csv",8.6,2021-11-18 16:29:00
"11/18/2021 16:59",8.1,"3_D_Ibutton_Feb_23.csv",8.1,2021-11-18 16:59:00
"11/18/2021 17:29",7.6,"3_D_Ibutton_Feb_23.csv",7.6,2021-11-18 17:29:00
"11/18/2021 17:59",7.6,"3_D_Ibutton_Feb_23.csv",7.6,2021-11-18 17:59:00
"11/18/2021 18:29",7.1,"3_D_Ibutton_Feb_23.csv",7.1,2021-11-18 18:29:00
"11/18/2021 18:59",6.6,"3_D_Ibutton_Feb_23.csv",6.6,2021-11-18 18:59:00
"11/18/2021 19:29",6.6,"3_D_Ibutton_Feb_23.csv",6.6,2021-11-18 19:29:00
"11/18/2021 19:59",6.1,"3_D_Ibutton_Feb_23.csv",6.1,2021-11-18 19:59:00
"11/18/2021 20:29",6.1,"3_D_Ibutton_Feb_23.csv",6.1,2021-11-18 20:29:00
"11/18/2021 20:59",5.1,"3_D_Ibutton_Feb_23.csv",5.1,2021-11-18 20:59:00
"11/18/2021 21:29",5.1,"3_D_Ibutton_Feb_23.csv",5.1,2021-11-18 21:29:00
"11/18/2021 21:59",4.6,"3_D_Ibutton_Feb_23.csv",4.6,2021-11-18 21:59:00
"11/18/2021 22:29",4.1,"3_D_Ibutton_Feb_23.csv",4.1,2021-11-18 22:29:00
"11/18/2021 22:59",3.6,"3_D_Ibutton_Feb_23.csv",3.6,2021-11-18 22:59:00
"11/18/2021 23:29",3.6,"3_D_Ibutton_Feb_23.csv",3.6,2021-11-18 23:29:00
"11/18/2021 23:59",3.1,"3_D_Ibutton_Feb_23.csv",3.1,2021-11-18 23:59:00
"11/19/2021 0:29",2.6,"3_D_Ibutton_Feb_23.csv",2.6,2021-11-19 00:29:00
"11/19/2021 0:59",2.6,"3_D_Ibutton_Feb_23.csv",2.6,2021-11-19 00:59:00
"11/19/2021 1:29",2.6,"3_D_Ibutton_Feb_23.csv",2.6,2021-11-19 01:29:00
"11/19/2021 1:59",2.1,"3_D_Ibutton_Feb_23.csv",2.1,2021-11-19 01:59:00
"11/19/2021 2:29",2.1,"3_D_Ibutton_Feb_23.csv",2.1,2021-11-19 02:29:00
"11/19/2021 2:59",2.1,"3_D_Ibutton_Feb_23.csv",2.1,2021-11-19 02:59:00
"11/19/2021 3:29",2.1,"3_D_Ibutton_Feb_23.csv",2.1,2021-11-19 03:29:00
"11/19/2021 3:59",2.1,"3_D_Ibutton_Feb_23.csv",2.1,2021-11-19 03:59:00
"11/19/2021 4:29",2.1,"3_D_Ibutton_Feb_23.csv",2.1,2021-11-19 04:29:00
"11/19/2021 4:59",2.1,"3_D_Ibutton_Feb_23.csv",2.1,2021-11-19 04:59:00
"11/19/2021 5:29",2.1,"3_D_Ibutton_Feb_23.csv",2.1,2021-11-19 05:29:00
"11/19/2021 5:59",2.1,"3_D_Ibutton_Feb_23.csv",2.1,2021-11-19 05:59:00
"11/19/2021 6:29",2.1,"3_D_Ibutton_Feb_23.csv",2.1,2021-11-19 06:29:00
"11/19/2021 6:59",2.1,"3_D_Ibutton_Feb_23.csv",2.1,2021-11-19 06:59:00
"11/19/2021 7:29",2.6,"3_D_Ibutton_Feb_23.csv",2.6,2021-11-19 07:29:00
"11/19/2021 7:59",2.6,"3_D_Ibutton_Feb_23.csv",2.6,2021-11-19 07:59:00
"11/19/2021 8:29",2.6,"3_D_Ibutton_Feb_23.csv",2.6,2021-11-19 08:29:00
"11/19/2021 8:59",3.1,"3_D_Ibutton_Feb_23.csv",3.1,2021-11-19 08:59:00
"11/19/2021 9:29",2.6,"3_D_Ibutton_Feb_23.csv",2.6,2021-11-19 09:29:00
"11/19/2021 9:59",3.1,"3_D_Ibutton_Feb_23.csv",3.1,2021-11-19 09:59:00
"11/19/2021 10:29",2.1,"3_D_Ibutton_Feb_23.csv",2.1,2021-11-19 10:29:00
"11/19/2021 10:59",2.1,"3_D_Ibutton_Feb_23.csv",2.1,2021-11-19 10:59:00
"11/19/2021 11:29",2.1,"3_D_Ibutton_Feb_23.csv",2.1,2021-11-19 11:29:00
"11/19/2021 11:59",2.6,"3_D_Ibutton_Feb_23.csv",2.6,2021-11-19 11:59:00
"11/19/2021 12:29",2.1,"3_D_Ibutton_Feb_23.csv",2.1,2021-11-19 12:29:00
"11/19/2021 12:59",1.6,"3_D_Ibutton_Feb_23.csv",1.6,2021-11-19 12:59:00
"11/19/2021 13:29",1.6,"3_D_Ibutton_Feb_23.csv",1.6,2021-11-19 13:29:00
"11/19/2021 13:59",1.1,"3_D_Ibutton_Feb_23.csv",1.1,2021-11-19 13:59:00
"11/19/2021 14:29",1.1,"3_D_Ibutton_Feb_23.csv",1.1,2021-11-19 14:29:00
"11/19/2021 14:59",1.1,"3_D_Ibutton_Feb_23.csv",1.1,2021-11-19 14:59:00
"11/19/2021 15:29",1.1,"3_D_Ibutton_Feb_23.csv",1.1,2021-11-19 15:29:00
"11/19/2021 15:59",0.6,"3_D_Ibutton_Feb_23.csv",0.6,2021-11-19 15:59:00
"11/19/2021 16:29",0.6,"3_D_Ibutton_Feb_23.csv",0.6,2021-11-19 16:29:00
"11/19/2021 16:59",0.6,"3_D_Ibutton_Feb_23.csv",0.6,2021-11-19 16:59:00
"11/19/2021 17:29",0.1,"3_D_Ibutton_Feb_23.csv",0.1,2021-11-19 17:29:00
"11/19/2021 17:59",0.6,"3_D_Ibutton_Feb_23.csv",0.6,2021-11-19 17:59:00
"11/19/2021 18:29",0.6,"3_D_Ibutton_Feb_23.csv",0.6,2021-11-19 18:29:00
"11/19/2021 18:59",0.1,"3_D_Ibutton_Feb_23.csv",0.1,2021-11-19 18:59:00
"11/19/2021 19:29",0.6,"3_D_Ibutton_Feb_23.csv",0.6,2021-11-19 19:29:00
"11/19/2021 19:59",0.6,"3_D_Ibutton_Feb_23.csv",0.6,2021-11-19 19:59:00
"11/19/2021 20:29",0.6,"3_D_Ibutton_Feb_23.csv",0.6,2021-11-19 20:29:00
"11/19/2021 20:59",0.6,"3_D_Ibutton_Feb_23.csv",0.6,2021-11-19 20:59:00
"11/19/2021 21:29",0.6,"3_D_Ibutton_Feb_23.csv",0.6,2021-11-19 21:29:00
"11/19/2021 21:59",0.6,"3_D_Ibutton_Feb_23.csv",0.6,2021-11-19 21:59:00
"11/19/2021 22:29",0.1,"3_D_Ibutton_Feb_23.csv",0.1,2021-11-19 22:29:00
"11/19/2021 22:59",0.1,"3_D_Ibutton_Feb_23.csv",0.1,2021-11-19 22:59:00
"11/19/2021 23:29",-0.4,"3_D_Ibutton_Feb_23.csv",-0.4,2021-11-19 23:29:00
"11/19/2021 23:59",-0.4,"3_D_Ibutton_Feb_23.csv",-0.4,2021-11-19 23:59:00
"11/20/2021 0:29",-0.4,"3_D_Ibutton_Feb_23.csv",-0.4,2021-11-20 00:29:00
"11/20/2021 0:59",-0.9,"3_D_Ibutton_Feb_23.csv",-0.9,2021-11-20 00:59:00
"11/20/2021 1:29",-0.9,"3_D_Ibutton_Feb_23.csv",-0.9,2021-11-20 01:29:00
"11/20/2021 1:59",-0.9,"3_D_Ibutton_Feb_23.csv",-0.9,2021-11-20 01:59:00
"11/20/2021 2:29",-0.9,"3_D_Ibutton_Feb_23.csv",-0.9,2021-11-20 02:29:00
"11/20/2021 2:59",-0.9,"3_D_Ibutton_Feb_23.csv",-0.9,2021-11-20 02:59:00
