Date...Time,Temperature...C.,Group,Tempc,DateTime
11/18/2021 15:59,8,1_U_Ibutton_Feb_23.csv,8,11/18/2021 15:59
11/18/2021 16:29,7.5,1_U_Ibutton_Feb_23.csv,7.5,11/18/2021 16:29
11/18/2021 16:59,7,1_U_Ibutton_Feb_23.csv,7,11/18/2021 16:59
11/18/2021 17:29,7,1_U_Ibutton_Feb_23.csv,7,11/18/2021 17:29
11/18/2021 17:59,6.5,1_U_Ibutton_Feb_23.csv,6.5,11/18/2021 17:59
11/18/2021 18:29,6.5,1_U_Ibutton_Feb_23.csv,6.5,11/18/2021 18:29
11/18/2021 18:59,6,1_U_Ibutton_Feb_23.csv,6,11/18/2021 18:59
11/18/2021 19:29,6,1_U_Ibutton_Feb_23.csv,6,11/18/2021 19:29
11/18/2021 19:59,6,1_U_Ibutton_Feb_23.csv,6,11/18/2021 19:59
11/18/2021 20:29,5.5,1_U_Ibutton_Feb_23.csv,5.5,11/18/2021 20:29
11/18/2021 20:59,4.5,1_U_Ibutton_Feb_23.csv,4.5,11/18/2021 20:59
11/18/2021 21:29,4,1_U_Ibutton_Feb_23.csv,4,11/18/2021 21:29
11/18/2021 21:59,3.5,1_U_Ibutton_Feb_23.csv,3.5,11/18/2021 21:59
11/18/2021 22:29,3,1_U_Ibutton_Feb_23.csv,3,11/18/2021 22:29
11/18/2021 22:59,3,1_U_Ibutton_Feb_23.csv,3,11/18/2021 22:59
11/18/2021 23:29,2.5,1_U_Ibutton_Feb_23.csv,2.5,11/18/2021 23:29
11/18/2021 23:59,2,1_U_Ibutton_Feb_23.csv,2,11/18/2021 23:59
11/19/2021 0:29,1.5,1_U_Ibutton_Feb_23.csv,1.5,11/19/2021 0:29
11/19/2021 0:59,1.5,1_U_Ibutton_Feb_23.csv,1.5,11/19/2021 0:59
11/19/2021 1:29,2,1_U_Ibutton_Feb_23.csv,2,11/19/2021 1:29
11/19/2021 1:59,2,1_U_Ibutton_Feb_23.csv,2,11/19/2021 1:59
11/19/2021 2:29,1.5,1_U_Ibutton_Feb_23.csv,1.5,11/19/2021 2:29
11/19/2021 2:59,1.5,1_U_Ibutton_Feb_23.csv,1.5,11/19/2021 2:59
11/19/2021 3:29,1.5,1_U_Ibutton_Feb_23.csv,1.5,11/19/2021 3:29
11/19/2021 3:59,1.5,1_U_Ibutton_Feb_23.csv,1.5,11/19/2021 3:59
11/19/2021 4:29,2,1_U_Ibutton_Feb_23.csv,2,11/19/2021 4:29
