DateTime,Temperature,Group,Tempc
11/18/2021 16:00,7.6,11_1_2_U,7.6
11/18/2021 16:30,7.1,11_1_2_U,7.1
11/18/2021 17:00,6.6,11_1_2_U,6.6
11/18/2021 17:30,6.6,11_1_2_U,6.6
11/18/2021 18:00,6.6,11_1_2_U,6.6
11/18/2021 18:30,6.1,11_1_2_U,6.1
11/18/2021 19:00,6.1,11_1_2_U,6.1
11/18/2021 19:30,5.6,11_1_2_U,5.6
11/18/2021 20:00,5.6,11_1_2_U,5.6
11/18/2021 20:30,5.6,11_1_2_U,5.6
11/18/2021 21:00,4.1,11_1_2_U,4.1
11/18/2021 21:30,4.1,11_1_2_U,4.1
11/18/2021 22:00,3.6,11_1_2_U,3.6
11/18/2021 22:30,3.1,11_1_2_U,3.1
11/18/2021 23:00,2.6,11_1_2_U,2.6
11/18/2021 23:30,2.1,11_1_2_U,2.1
11/19/2021 0:00,1.1,11_1_2_U,1.1
11/19/2021 0:30,1.1,11_1_2_U,1.1
11/19/2021 1:00,1.1,11_1_2_U,1.1
11/19/2021 1:30,1.6,11_1_2_U,1.6
11/19/2021 2:00,1.6,11_1_2_U,1.6
11/19/2021 2:30,1.6,11_1_2_U,1.6
11/19/2021 3:00,1.1,11_1_2_U,1.1
11/19/2021 3:30,1.1,11_1_2_U,1.1
11/19/2021 4:00,1.1,11_1_2_U,1.1
11/19/2021 4:30,1.6,11_1_2_U,1.6
11/19/2021 5:00,1.6,11_1_2_U,1.6
11/19/2021 5:30,1.6,11_1_2_U,1.6
11/19/2021 6:00,1.6,11_1_2_U,1.6
11/19/2021 6:30,2.1,11_1_2_U,2.1
11/19/2021 7:00,2.6,11_1_2_U,2.6
11/19/2021 7:30,3.1,11_1_2_U,3.1
11/19/2021 8:00,3.6,11_1_2_U,3.6
11/19/2021 8:30,3.6,11_1_2_U,3.6
11/19/2021 9:00,3.6,11_1_2_U,3.6
11/19/2021 9:30,3.1,11_1_2_U,3.1
11/19/2021 10:00,4.1,11_1_2_U,4.1
11/19/2021 10:30,2.1,11_1_2_U,2.1
11/19/2021 11:00,3.1,11_1_2_U,3.1
11/19/2021 11:30,3.1,11_1_2_U,3.1
11/19/2021 12:00,4.1,11_1_2_U,4.1
11/19/2021 12:30,2.1,11_1_2_U,2.1
11/19/2021 13:00,2.1,11_1_2_U,2.1
11/19/2021 13:30,1.6,11_1_2_U,1.6
11/19/2021 14:00,1.6,11_1_2_U,1.6
