DateTime,Temperature,Group,Tempc
11/18/2021 16:00,8.6,11_1_5_D,8.6
11/18/2021 16:30,7.6,11_1_5_D,7.6
11/18/2021 17:00,7.1,11_1_5_D,7.1
11/18/2021 17:30,7.1,11_1_5_D,7.1
11/18/2021 18:00,7.1,11_1_5_D,7.1
11/18/2021 18:30,6.6,11_1_5_D,6.6
11/18/2021 19:00,6.6,11_1_5_D,6.6
11/18/2021 19:30,6.1,11_1_5_D,6.1
11/18/2021 20:00,6.1,11_1_5_D,6.1
11/18/2021 20:30,6.1,11_1_5_D,6.1
11/18/2021 21:00,5.1,11_1_5_D,5.1
11/18/2021 21:30,4.6,11_1_5_D,4.6
11/18/2021 22:00,4.6,11_1_5_D,4.6
11/18/2021 22:30,4.1,11_1_5_D,4.1
11/18/2021 23:00,3.1,11_1_5_D,3.1
11/18/2021 23:30,2.6,11_1_5_D,2.6
11/19/2021 0:00,2.1,11_1_5_D,2.1
11/19/2021 0:30,1.6,11_1_5_D,1.6
11/19/2021 1:00,1.6,11_1_5_D,1.6
11/19/2021 1:30,2.1,11_1_5_D,2.1
11/19/2021 2:00,2.1,11_1_5_D,2.1
11/19/2021 2:30,1.6,11_1_5_D,1.6
11/19/2021 3:00,1.6,11_1_5_D,1.6
11/19/2021 3:30,1.6,11_1_5_D,1.6
11/19/2021 4:00,1.6,11_1_5_D,1.6
11/19/2021 4:30,1.6,11_1_5_D,1.6
11/19/2021 5:00,1.6,11_1_5_D,1.6
11/19/2021 5:30,2.1,11_1_5_D,2.1
11/19/2021 6:00,2.1,11_1_5_D,2.1
11/19/2021 6:30,2.1,11_1_5_D,2.1
11/19/2021 7:00,2.6,11_1_5_D,2.6
11/19/2021 7:30,3.1,11_1_5_D,3.1
11/19/2021 8:00,3.6,11_1_5_D,3.6
11/19/2021 8:30,3.6,11_1_5_D,3.6
11/19/2021 9:00,3.6,11_1_5_D,3.6
11/19/2021 9:30,3.6,11_1_5_D,3.6
11/19/2021 10:00,4.1,11_1_5_D,4.1
11/19/2021 10:30,2.6,11_1_5_D,2.6
11/19/2021 11:00,3.1,11_1_5_D,3.1
11/19/2021 11:30,3.1,11_1_5_D,3.1
11/19/2021 12:00,4.1,11_1_5_D,4.1
11/19/2021 12:30,2.6,11_1_5_D,2.6
11/19/2021 13:00,2.1,11_1_5_D,2.1
11/19/2021 13:30,2.1,11_1_5_D,2.1
11/19/2021 14:00,1.6,11_1_5_D,1.6
11/19/2021 14:30,1.6,11_1_5_D,1.6
11/19/2021 15:00,1.6,11_1_5_D,1.6
11/19/2021 15:30,1.1,11_1_5_D,1.1
11/19/2021 16:00,0.6,11_1_5_D,0.6
11/19/2021 16:30,0.1,11_1_5_D,0.1
11/19/2021 17:00,0.1,11_1_5_D,0.1
11/19/2021 17:30,0.1,11_1_5_D,0.1
11/19/2021 18:00,0.1,11_1_5_D,0.1
11/19/2021 18:30,0.1,11_1_5_D,0.1
11/19/2021 19:00,0.1,11_1_5_D,0.1
11/19/2021 19:30,0.1,11_1_5_D,0.1
11/19/2021 20:00,0.6,11_1_5_D,0.6
11/19/2021 20:30,0.6,11_1_5_D,0.6
11/19/2021 21:00,0.6,11_1_5_D,0.6
11/19/2021 21:30,0.6,11_1_5_D,0.6
11/19/2021 22:00,0.6,11_1_5_D,0.6
11/19/2021 22:30,-0.4,11_1_5_D,-0.4
11/19/2021 23:00,-0.9,11_1_5_D,-0.9
11/19/2021 23:30,-0.9,11_1_5_D,-0.9
11/20/2021 0:00,-0.9,11_1_5_D,-0.9
11/20/2021 0:30,-1.4,11_1_5_D,-1.4
11/20/2021 1:00,-1.4,11_1_5_D,-1.4
11/20/2021 1:30,-1.9,11_1_5_D,-1.9
11/20/2021 2:00,-1.9,11_1_5_D,-1.9
11/20/2021 2:30,-1.9,11_1_5_D,-1.9
11/20/2021 3:00,-1.9,11_1_5_D,-1.9
11/20/2021 3:30,-1.9,11_1_5_D,-1.9
11/20/2021 4:00,-1.9,11_1_5_D,-1.9
11/20/2021 4:30,-1.9,11_1_5_D,-1.9
11/20/2021 5:00,-2.5,11_1_5_D,-2.5
11/20/2021 5:30,-2.5,11_1_5_D,-2.5
11/20/2021 6:00,-2.5,11_1_5_D,-2.5
11/20/2021 6:30,-2.5,11_1_5_D,-2.5
11/20/2021 7:00,-2.5,11_1_5_D,-2.5
11/20/2021 7:30,-1.4,11_1_5_D,-1.4
11/20/2021 8:00,-1.4,11_1_5_D,-1.4
11/20/2021 8:30,-0.9,11_1_5_D,-0.9
11/20/2021 9:00,-0.4,11_1_5_D,-0.4
11/20/2021 9:30,0.6,11_1_5_D,0.6
11/20/2021 10:00,2.1,11_1_5_D,2.1
11/20/2021 10:30,2.1,11_1_5_D,2.1
